product_id,store_id,price,promotion,holiday,past_sales,demand,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_month_end,is_month_start,month_sin,month_cos,dow_sin,dow_cos,category_Electronics,category_Food
0,0,372.19,1,0,120,148,2022,1,2,6,52,1,1,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,True
20,3,244.7,0,0,97,130,2022,6,29,2,26,2,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,True,False
3,2,561.27,0,0,196,174,2022,1,11,1,2,1,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,False,True
21,5,81.63,0,0,96,120,2021,10,13,2,41,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False
9,5,686.01,0,0,110,116,2023,3,2,3,9,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,True,False
18,0,72.13,0,0,147,148,2021,12,4,5,48,4,1,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,False,False
9,4,472.18,1,0,127,121,2021,7,26,0,30,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,True,False
10,4,767.05,0,0,63,97,2022,5,5,3,18,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,True,False
14,4,459.52,0,0,105,119,2021,10,30,5,43,4,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,True
15,5,661.9,0,0,87,83,2022,8,20,5,33,3,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,True,False
3,4,529.24,0,0,116,148,2021,12,12,6,49,4,1,0,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,True,False
27,6,446.11,0,0,105,81,2022,11,5,5,44,4,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,True,False
9,1,414.47,0,1,226,253,2023,11,21,1,47,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,True,False
1,2,713.88,0,0,108,77,2022,8,7,6,31,3,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,False,True
15,3,531.02,0,0,99,80,2021,5,7,4,18,2,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,True
7,0,102.59,0,0,177,203,2022,2,21,0,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False
17,5,251.71,0,0,178,178,2022,2,7,0,6,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False
4,6,109.8,0,0,32,32,2022,4,20,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,True,False
20,5,644.28,0,0,93,123,2023,10,13,4,41,4,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,True,False
3,3,244.25,0,0,219,183,2022,4,21,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,True,False
8,6,446.38,0,0,168,197,2022,7,25,0,30,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,True,False
12,0,746.75,0,0,202,180,2023,3,31,4,13,1,0,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,False,False
0,4,638.47,1,0,112,104,2023,7,17,0,29,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,False,True
26,5,302.48,0,0,173,144,2023,10,19,3,42,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,False,False
13,3,598.08,0,0,36,71,2021,10,28,3,43,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,True,False
17,2,251.72,1,0,134,161,2022,6,5,6,22,2,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,True
8,4,21.81,1,0,93,129,2021,6,20,6,24,2,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,True,False
17,3,257.8,0,0,182,154,2022,4,16,5,15,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,True,False
1,3,203.26,0,0,19,56,2022,8,11,3,32,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,True,False
11,6,667.6,1,0,134,167,2021,1,8,4,1,1,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False
25,5,642.61,0,0,204,182,2023,7,6,3,27,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,False,True
4,5,686.77,0,0,121,110,2023,3,21,1,12,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,False,False
7,0,336.43,1,0,93,104,2021,10,1,4,39,4,0,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False
9,3,241.02,0,0,104,106,2023,3,18,5,11,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,False,False
9,3,523.81,0,0,129,119,2023,4,24,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,False,True
8,1,557.36,0,0,165,156,2021,3,21,6,11,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,True,False
2,4,749.07,1,1,324,300,2022,11,28,0,48,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,True,False
17,3,757.09,0,0,97,130,2022,3,22,1,12,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,False,True
18,1,460.08,0,0,89,68,2022,7,24,6,29,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,False,False
23,3,745.33,1,0,153,186,2023,10,5,3,40,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,False,False
19,5,538.63,0,0,131,110,2022,6,19,6,24,2,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,True
8,5,130.3,1,1,206,211,2022,11,26,5,47,4,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,True,False
11,0,749.23,0,0,115,125,2023,3,19,6,11,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,False,False
29,0,99.19,0,0,137,168,2022,12,15,3,50,4,0,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,False,True
17,0,366.18,0,0,163,167,2022,6,8,2,23,2,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,True,False
13,0,626.13,1,0,160,130,2021,12,12,6,49,4,1,0,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,False,True
8,5,799.29,0,0,122,155,2023,1,20,4,3,1,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False
26,6,118.7,0,0,58,26,2023,1,16,0,3,1,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,True,False
19,6,46.07,0,0,58,79,2021,11,13,5,45,4,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,True,False
25,1,742.6,0,0,77,50,2021,11,12,4,45,4,0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,False,True
1,3,406.1,0,0,74,46,2022,5,4,2,18,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,True,False
4,5,220.25,0,0,172,164,2022,5,7,5,18,2,1,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,True,False
1,0,707.9,0,0,90,123,2022,7,12,1,28,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,True,False
5,2,628.34,0,0,151,180,2023,4,24,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,False,False
28,3,561.32,0,0,30,59,2021,9,29,2,39,3,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,False,False
15,4,99.78,1,0,173,189,2022,5,21,5,20,2,1,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,False
12,5,332.39,0,0,171,164,2022,11,5,5,44,4,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,False,False
9,6,381.94,1,0,68,63,2022,10,21,4,42,4,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False
21,3,256.39,0,0,125,131,2022,10,8,5,40,4,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,False
18,3,590.68,0,0,89,89,2022,8,3,2,31,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,False,False
15,1,670.72,0,0,101,136,2023,3,15,2,11,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,True,False
25,5,270.63,1,0,126,107,2023,8,10,3,32,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,True,False
0,3,300.95,1,0,189,220,2023,9,16,5,37,3,1,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,False,True
10,3,618.82,0,0,194,178,2022,7,11,0,28,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,False,True
11,6,171.2,0,0,122,149,2023,4,5,2,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,True,False
25,6,672.06,0,0,178,183,2022,4,3,6,13,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,False,False
11,2,349.85,0,0,19,45,2023,7,13,3,28,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,False,True
27,6,237.19,0,0,44,45,2021,9,25,5,38,3,1,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,True,False
2,1,511.88,0,0,91,70,2021,1,16,5,2,1,1,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True
1,5,274.07,0,0,134,113,2022,11,4,4,44,4,0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,False,False
25,2,471.76,0,0,109,110,2023,1,25,2,4,1,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,True
15,3,734.28,0,0,11,24,2023,7,18,1,29,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,True,False
5,1,361.32,0,0,12,52,2021,12,13,0,50,4,0,0,0,-2.4492935982947064e-16,1.0,0.0,1.0,False,True
8,1,785.54,0,0,163,143,2022,3,31,3,13,1,0,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,False,False
27,3,626.69,0,0,176,158,2022,12,14,2,50,4,0,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,False,True
13,4,776.0,0,0,141,123,2023,6,6,1,23,2,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,False,False
22,4,37.55,0,1,204,166,2023,11,29,2,48,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,True,False
13,2,635.98,1,0,262,238,2023,7,31,0,31,3,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,False,False
27,3,301.3,1,0,249,235,2021,10,19,1,42,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,True,False
21,4,592.85,0,0,139,161,2023,4,16,6,15,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,False,True
18,1,414.13,0,0,169,177,2021,4,22,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,True,False
26,4,682.96,0,0,123,140,2023,2,6,0,6,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False
17,3,709.81,1,0,149,162,2023,2,17,4,7,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,True,False
21,2,240.61,0,0,162,157,2022,5,8,6,18,2,1,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,True
29,5,316.93,0,0,123,153,2021,7,24,5,29,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False
10,0,19.05,0,0,50,63,2021,4,23,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,True,False
12,6,434.98,0,0,161,183,2022,5,8,6,18,2,1,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,True
9,6,595.14,0,0,140,157,2022,9,6,1,36,3,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,False
7,2,700.08,0,0,92,69,2023,7,25,1,30,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,True,False
23,4,795.79,0,0,121,89,2022,10,3,0,40,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,False,False
23,3,86.01,0,0,78,77,2021,10,20,2,42,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,False,False
12,0,86.89,1,0,44,79,2023,10,21,5,42,4,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,True
13,1,45.51,1,0,193,229,2023,12,15,4,50,4,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,True,False
20,3,318.33,0,0,25,57,2023,9,11,0,37,3,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,True,False
25,1,394.15,0,0,49,27,2022,3,31,3,13,1,0,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,False,False
25,3,197.77,0,0,51,73,2022,5,27,4,21,2,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False
9,1,371.31,0,0,151,188,2023,3,26,6,12,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,True,False
4,0,154.72,1,0,266,257,2021,12,16,3,50,4,0,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,True,False
7,0,680.3,1,0,178,169,2022,6,5,6,22,2,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,False
4,6,207.14,0,0,186,178,2022,5,17,1,20,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,True
29,0,258.13,0,0,62,85,2023,9,23,5,38,3,1,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,False,True
12,4,28.72,0,0,82,109,2022,7,19,1,29,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,True,False
21,5,257.14,0,1,174,204,2022,12,23,4,51,4,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,False,True
4,4,408.3,0,0,115,154,2023,5,1,0,18,2,0,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,True,False
29,4,718.36,0,0,110,101,2022,8,29,0,35,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,True,False
8,5,239.33,0,0,1,40,2021,7,19,0,29,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,False,False
17,1,206.66,0,0,63,72,2021,2,26,4,8,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,True
20,3,607.95,0,0,153,152,2023,4,4,1,14,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,False,False
0,0,329.33,1,0,242,251,2023,10,30,0,44,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,False,False
20,3,146.86,1,0,212,179,2021,6,25,4,25,2,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,False,True
6,2,703.3,0,0,98,79,2021,9,24,4,38,3,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,False,True
21,3,88.17,0,0,224,201,2022,12,16,4,50,4,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,False,False
2,0,23.4,0,0,111,94,2022,7,5,1,27,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,False,True
26,4,488.95,0,0,82,74,2023,10,17,1,42,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,True,False
28,3,304.88,0,0,75,102,2022,9,23,4,38,3,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,True,False
20,0,198.66,1,0,206,176,2021,12,4,5,48,4,1,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,False,True
8,3,420.0,0,0,10,47,2022,1,12,2,2,1,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,True,False
14,0,398.93,1,0,207,224,2021,1,10,6,1,1,1,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False
22,2,787.73,0,0,146,181,2021,12,9,3,49,4,0,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,False,True
4,6,82.1,0,0,89,86,2022,3,26,5,12,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,False,False
4,0,682.29,0,0,57,74,2022,7,25,0,30,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,True,False
11,5,619.02,1,0,133,164,2023,7,18,1,29,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,False,True
26,5,677.95,1,0,87,92,2021,9,13,0,37,3,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,True,False
7,6,700.29,0,0,128,149,2021,7,22,3,29,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,False,True
7,2,710.95,0,1,90,91,2021,12,31,4,52,4,0,1,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,False,True
15,2,109.75,1,0,155,157,2022,5,10,1,19,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,False
28,1,170.14,0,0,37,68,2023,7,3,0,27,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,False,False
27,0,374.69,0,0,69,95,2021,6,21,0,25,2,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,False,False
29,0,377.66,1,0,255,268,2023,7,9,6,27,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,False,True
1,6,500.05,0,0,64,88,2022,9,5,0,36,3,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,False,True
27,3,6.84,0,0,90,126,2021,8,19,3,33,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,False,False
13,5,507.66,0,0,31,46,2022,3,12,5,10,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,True,False
21,5,481.76,0,0,87,100,2022,3,30,2,13,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,False,False
5,0,37.0,0,0,181,162,2022,9,1,3,35,3,0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,False,True
29,3,245.47,0,0,168,149,2021,11,1,0,44,4,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,False
12,6,409.6,0,0,121,110,2022,3,8,1,10,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,False,True
10,4,105.02,1,0,158,146,2022,3,17,3,11,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,False,False
19,2,162.26,0,0,24,45,2023,3,14,1,11,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,True,False
20,1,115.23,0,0,102,70,2023,9,27,2,39,3,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,True,False
6,6,762.57,0,0,107,97,2023,3,23,3,12,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,False,True
9,5,549.92,1,0,288,258,2021,3,12,4,10,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,True,False
18,2,683.92,0,1,153,154,2023,11,20,0,47,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,True
18,5,730.57,0,0,119,81,2022,4,30,5,17,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,True,False
22,6,387.08,0,0,169,158,2021,1,23,5,3,1,1,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True
8,2,330.94,1,1,239,211,2022,11,26,5,47,4,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,False,False
5,2,639.02,0,0,43,22,2022,9,18,6,37,3,1,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,True,False
3,0,158.11,1,0,138,129,2022,10,25,1,43,4,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,True
27,2,114.71,0,0,232,202,2023,8,20,6,33,3,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,True,False
19,3,145.2,0,0,47,47,2021,9,2,3,35,3,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,False,True
20,5,799.54,0,1,182,164,2021,11,20,5,46,4,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,False,True
29,2,342.7,1,0,132,144,2021,5,10,0,19,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,False,False
23,4,336.25,0,1,267,243,2021,12,21,1,51,4,0,0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,False,True
14,1,703.86,1,0,222,220,2021,7,3,5,26,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,True,False
2,3,351.87,0,0,62,50,2021,11,4,3,44,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,True,False
24,2,689.34,0,0,65,40,2023,3,29,2,13,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,True,False
2,2,209.67,0,0,121,101,2021,2,17,2,7,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,False,True
13,2,170.66,0,0,70,104,2023,2,22,2,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False
5,1,321.81,0,0,84,72,2022,1,5,2,1,1,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,True
13,6,780.6,0,0,66,89,2021,7,16,4,28,3,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,False,True
19,6,455.3,0,0,94,78,2022,6,3,4,22,2,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,False,True
0,3,391.52,0,0,46,26,2022,5,24,1,21,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,False
24,2,220.2,0,0,131,126,2021,4,24,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,True,False
20,5,173.76,0,0,47,74,2022,12,2,4,48,4,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,True,False
26,0,748.76,1,0,159,153,2023,7,9,6,27,3,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,False,False
5,2,83.83,1,0,164,190,2022,5,23,0,21,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,True,False
4,4,291.8,1,0,218,237,2021,3,27,5,12,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,True,False
18,2,744.08,1,0,83,114,2023,10,15,6,41,4,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,False,True
18,2,604.65,0,0,65,26,2022,5,19,3,20,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,False,True
1,1,759.17,0,0,64,91,2022,4,30,5,17,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,True,False
29,2,776.85,0,0,108,102,2023,5,28,6,21,2,1,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False
3,4,87.11,0,0,82,94,2022,5,30,0,22,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,True,False
12,3,741.78,0,0,79,93,2023,1,1,6,52,1,1,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False
13,6,528.71,0,0,117,130,2021,10,24,6,42,4,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,False,False
